B+ Execution Time (ms),B Execution Time (ms),B+ Avg Score,B Avg Score,B+ Max Score,B Max Score,Number of Operators,File
124.98664855957031,156.2511920928955,0.5466069426411516,0.5466069426411516,1,1,10,./../../Downloads/dataset_full/dataset_full/math/1040314/question/4.xml
141.79372787475586,171.8745231628418,0.5471994666616457,0.5471994666616457,1,1,13,./../../Downloads/dataset_full/dataset_full/math/1040314/question/6.xml
125.0004768371582,140.625,0.5235730894434253,0.5235730894434253,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1040314/question/7.xml
375.6740093231201,360.45074462890625,0.9913194444444444,0.9913194444444444,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040477/question/0.xml
343.75834465026855,360.45289039611816,0.9010416666666666,0.9010416666666666,1,1,1,./../../Downloads/dataset_full/dataset_full/math/104270/question/0.xml
203.12047004699707,204.08964157104492,0.7106684981684982,0.7106684981684982,1,1,2,./../../Downloads/dataset_full/dataset_full/math/104270/question/1.xml
344.91920471191406,343.74213218688965,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/104270/question/3.xml
329.27656173706055,375.9739398956299,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/104270/question/4.xml
109.3740463256836,125.00643730163574,0.48903315433564115,0.48903315433564115,1,1,11,./../../Downloads/dataset_full/dataset_full/math/10490/question/0.xml
297.6980209350586,296.8151569366455,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/10490/question/1.xml
171.93198204040527,188.76171112060547,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/105107/question/1.xml
156.24070167541504,140.63096046447754,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/105107/question/3.xml
1175.2042770385742,1127.328872680664,0.8027998469252339,0.8027998469252339,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1052870/question/0.xml
626.3206005096436,611.231803894043,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1052870/question/1.xml
610.4662418365479,595.4043865203857,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1052870/question/2.xml
2114.09592628479,2101.4444828033447,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1052870/question/3.xml
2084.041118621826,2082.327365875244,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1052870/question/4.xml
626.532793045044,610.4068756103516,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/105330/question/0.xml
611.5310192108154,594.5165157318115,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/105330/question/1.xml
625.9596347808838,579.4188976287842,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/105330/question/2.xml
485.61978340148926,516.2899494171143,0.6441650621036551,0.6441650621036551,1,1,5,./../../Downloads/dataset_full/dataset_full/math/105330/question/3.xml
2631.5155029296875,2678.891658782959,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1054719/question/0.xml
109.37738418579102,93.76215934753418,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1055501/question/0.xml
643.5656547546387,641.4716243743896,0.8148638642059695,0.8148638642059695,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1055538/question/0.xml
93.72878074645996,125.00238418579102,0.6470080085125448,0.6470080085125448,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1055538/question/1.xml
78.12261581420898,110.30840873718262,0.6470080085125448,0.6470080085125448,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1055538/question/3.xml
296.8859672546387,313.83275985717773,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1056707/question/0.xml
829.1759490966797,846.3101387023926,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1056707/question/1.xml
62.50643730163574,78.12309265136719,0.5577908298597953,0.5577908298597953,1,1,5,./../../Downloads/dataset_full/dataset_full/math/106126/question/2.xml
1284.0723991394043,1299.3817329406738,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1067078/question/0.xml
282.31191635131836,312.50452995300293,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1067078/question/1.xml
109.36641693115234,125.9310245513916,0.5459150949348537,0.5459150949348537,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1067078/question/2.xml
93.75,94.00272369384766,0.8903318903318903,0.8903318903318903,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1068/question/0.xml
1846.4620113372803,1836.4064693450928,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1068/question/1.xml
46.875,62.49427795410156,0.6151302401302401,0.6151302401302401,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1068/question/3.xml
62.49880790710449,62.497854232788086,0.6550053172633817,0.6550053172633817,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1068/question/4.xml
